huc12,huc12_name,centroid_xy,comid,nord,to_huc12,outlet_comid,from_huc12s,inlet_comids,outlet_comids,huc10,huc08,in_drb,catchment_hectares,tn_load,tp_load,tss_load,tn_load_ps,tp_load_ps,tn_load_avoid,tp_load_avoid,tss_load_avoid,tn_load_xsnps,tp_load_xsnps,tss_load_xsnps,tn_load_red1,tp_load_red1,tss_load_red1,tn_load_red2,tp_load_red2,tss_load_red2,tn_load_red3,tp_load_red3,tss_load_red3,tn_load_rem1,tp_load_rem1,tss_load_rem1,tn_load_rem2,tp_load_rem2,tss_load_rem2,tn_load_rem3,tp_load_rem3,tss_load_rem3
020401041001,Little Flat Brook,[-74.79866249  41.24469639],4151006,70709,020401041002,4151006,,,[4151006],0204010410,02040104,True,4278.446,20380.58627148763,1006.4786893466637,607982.1616080928,0.0,0.0,0.0,0.0,0.0,-52652.48694851237,-319.83957065333624,-3344446.253191907,0.0,0.0,0.0,0.0,0.0,0.0,0.017671440999336596,0.0027021858000662036,1.692094979121066,-52652.48694851237,-319.83957065333624,-3344446.253191907,-52652.48694851237,-319.83957065333624,-3344446.253191907,-52652.50461995337,-319.8422728391363,-3344447.9452868863
020401041002,Big Flat Brook,[-74.75250349  41.23031217],4151008,70725,020401041003,4151008,['020401041001'],[4151006],[4151008],0204010410,02040104,True,8418.0731,38827.364632880955,1445.178991116798,754684.4348023292,0.0,0.0,0.0,0.0,0.0,-104869.14318411905,-1164.423669883202,-7021931.494977671,0.0,0.0,0.0,0.0,0.0,0.0,0.0023970042902305977,0.00019520399999350957,0.23631814359850978,-104869.14318411905,-1164.423669883202,-7021931.494977671,-104869.14318411905,-1164.423669883202,-7021931.494977671,-104869.14558112333,-1164.423865087202,-7021931.731295814
020401041003,Flat Brook,[-74.88672583  41.14102596],4151302,70681,020401041005,4151302,['020401041002'],[4151008],[4151302],0204010410,02040104,True,4366.5553,13869.675317913987,766.704627054043,262981.169049055,0.0,0.0,0.0,0.0,0.0,-60667.423653086014,-586.927515945957,-3770842.617090945,0.0,0.0,0.0,0.0,0.0,0.0,0.004099676099997396,0.0006987834000007354,0.4061217946036777,-60667.423653086014,-586.927515945957,-3770842.617090945,-60667.423653086014,-586.927515945957,-3770842.617090945,-60667.427752762116,-586.9282147293569,-3770843.0232127393
020401041004,Cherry Creek,[-75.22395711  40.93796012],4154350,70229,020401041005,4154350,,,[4154350],0204010410,02040104,True,5411.197700000001,21522.475520820095,2263.350087486936,1028577.8327958541,8513.21954110113,723.016198538536,32.65268213078937,297.0506372830007,13594.817864926074,-79359.88875928104,-137.13739805160012,-3970286.602464146,0.0,0.0,0.0,0.0,0.0,0.0,25.045566769300095,21.874085126599915,7061.416449414734,-79359.88875928104,-137.13739805160012,-3970286.602464146,-79359.88875928104,-137.13739805160012,-3970286.602464146,-79384.93432605034,-159.01148317820002,-3977348.0189135605
020401041005,Vancampens Brook-Delaware River,[-75.03922638  41.03652443],4154510,70222,020401050601,4154510,['020401040705' '020401040905' '020401041003' '020401041004'],[4151822 4154494 4151302 4154350],[4154510 4154512],0204010410,02040104,True,9813.5843,69454.2357251241,5444.57992960846,2138847.033101777,42532.6673765722,3152.8191193911,5.838682667989886,52.36938467594,2478.2304730969336,-140596.3156524481,-750.45032278264,-6926942.143238222,0.0,0.0,0.0,0.0,0.0,0.0,0.9139449550040194,0.5400691258001904,123.5104985948604,-140596.3156524481,-750.45032278264,-6926942.143238222,-140596.3156524481,-750.45032278264,-6926942.143238222,-140597.2295974031,-750.9903919084403,-6927065.653736818
020401050101,Headwaters Paulins Kill River,[-74.72583731  41.10835568],2583205,70032,020401050102,2583205,,,[2583205 2583219 2583617],0204010501,02040105,True,16760.1987,99594.24165372708,7990.887941070541,8694450.457360646,3712.666934996373,571.111993043482,11.871234397020032,107.48048952154019,4480.033697740495,-190215.0170902693,2224.114351027059,-6788621.101699353,423.1610144773997,82.92955952480008,40520.544081598506,467.55967766979984,96.9158734878001,45926.4427052955,474.5102004012,98.07518500400006,46537.28421412273,-190638.1781047467,2141.184791502259,-6829141.645780952,-190682.5767679391,2127.198477539259,-6834547.544404649,-190689.52729067052,2126.039166023059,-6835158.385913476
020401050102,Upper Paulins Kill River,[-74.82983949  41.08134503],2583713,69995,020401050103,2583713,['020401050101'],[2583205],[2583713],0204010501,02040105,True,10920.6456,72360.70514777373,3343.3815313098366,2737627.2829635106,0.0,0.0,0.0,0.0,0.0,-114054.71524422627,-42.01860469016345,-7350865.122316489,11787.170050328099,2390.31357523488,1193512.7223406218,11787.170050328099,2390.31357523488,1193512.7223406218,11787.476707092988,2390.36546933028,1193540.6562255004,-125841.88529455438,-2432.332179925044,-8544377.84465711,-125841.88529455438,-2432.332179925044,-8544377.84465711,-125842.19195131926,-2432.384074020443,-8544405.77854199
020401050103,Middle Paulins Kill River,[-74.91500862  41.01975059],2586995,69706,020401050104,2586995,['020401050102'],[2583713],[2586995 2586135 2586771],0204010501,02040105,True,8763.8568,45160.02490291075,2453.311926510502,1339854.5226374029,176.36099062255929,6.23831086373873,0.0,0.0,0.0,-104615.3716637118,-269.7219923532368,-6756196.389202597,15.148596943499854,3.1902744828000014,1977.0734977180032,15.148596943499854,3.1902744828000014,1977.0734977180032,16.940475961900013,4.57861481020003,2049.6862185916398,-104630.5202606553,-272.91226683603685,-6758173.462700315,-104630.5202606553,-272.91226683603685,-6758173.462700315,-104632.31213967371,-274.3006071634369,-6758246.075421188
020401050104,Lower Paulins Kill River,[-75.01113518  40.98772027],2587753,69934,020401050601,2587753,['020401050103'],[2586995],[2587753],0204010501,02040105,True,9399.7281,131552.17332771345,4952.21292902298,2116310.4400651287,46458.085446990255,1628.1453600001435,16.47588072966017,146.95707879212,6782.25565776933,-75359.27078627681,410.1518580228364,-6567158.378714871,0.3215859041993099,0.10581466499999692,27.264392249300727,0.3215859041993099,0.10581466499999692,27.264392249300727,3.3653052128968444,2.3253795601999534,89.26490717899446,-75359.59237218101,410.0460433578364,-6567185.64310712,-75359.59237218101,410.0460433578364,-6567185.64310712,-75362.63609148971,407.8264784626365,-6567247.64362205
020401050201,Upper Pequest River,[-74.7609747   40.99928462],2586237,69793,020401050202,2586237,,,[2586237],0204010502,02040105,True,10056.483400000001,62979.58304212286,4041.2000732822844,2932849.736548891,9909.148145564493,405.8308890528591,0.0,0.0,0.0,-118593.73674144164,517.8593302294252,-6357329.628371108,80.24925934700002,22.520341065000004,0.0,80.24925934700002,22.520341065000004,0.0,81.2739563608004,23.05243077999999,73.86215355700446,-118673.98600078863,495.33898916442513,-6357329.628371108,-118673.98600078863,495.33898916442513,-6357329.628371108,-118675.01069780244,494.8068994494252,-6357403.490524665
020401050202,Middle Pequest River,[-74.85594129  40.93689552],2586805,69759,020401050204,2586805,['020401050201'],[2586237],[2586805 2586317],0204010502,02040105,True,11255.7945,46699.12080316434,4113.85867189467,3067777.945341706,258.7206990043072,181.32021920282568,0.0,0.0,0.0,-145696.01201083997,443.2421576918446,-7330325.013758293,0.0,0.0,0.0,0.0,0.0,0.0,4.027147822609379,2.8221625194001483,156.10627508075777,-145696.01201083997,443.2421576918446,-7330325.013758293,-145696.01201083997,443.2421576918446,-7330325.013758293,-145700.03915866258,440.41999517244443,-7330481.120033374
020401050203,Beaver Brook - 20401050203,[-74.97282772  40.91260172],2588225,69677,020401050204,2588225,,,[2588225],0204010502,02040105,True,9457.4635,44504.00577803905,3861.496830537937,1742730.1895635899,0.0,0.0,0.0,0.0,0.0,-116934.89616696096,929.683145537937,-6994074.59173641,3.014510432110086,0.9656416888000088,257.30117403977056,3.014510432110086,0.9656416888000088,257.30117403977056,12.527438804510439,8.658735113799976,363.6129520394709,-116937.91067739305,928.717503849137,-6994331.89291045,-116937.91067739305,928.717503849137,-6994331.89291045,-116947.42360576546,921.0244104241369,-6994438.204688449
020401050204,Lower Pequest River,[-74.95969034  40.84131129],2587861,69673,020401050601,2587861,['020401050202' '020401050203'],[2586805 2588225],[2587861],0204010502,02040105,True,9788.4026,153165.08534424048,5827.508093966312,2599937.142836703,78375.0512544693,2733.943976582358,0.0,0.0,0.0,-92297.99829222885,59.15931138395429,-6442589.179043297,0.0,0.0,0.0,0.0,0.0,0.0,1.4364170158907186,0.7649597950000872,99.2722816894204,-92297.99829222885,59.15931138395429,-6442589.179043297,-92297.99829222885,59.15931138395429,-6442589.179043297,-92299.43470924474,58.39435158895423,-6442688.451324986
020401050301,Little Bushkill Creek,[-75.26916789  40.81724122],2588235,69539,020401050302,2588235,,,[2588235],0204010503,02040105,True,4541.1528,57020.42328423884,5672.508437337878,3220930.200487583,1884.6855778132228,321.82193588811924,5.483225031301572,51.047293837660135,2037.348167899996,-22381.740589574387,3942.929133449758,-974186.7561524172,0.0,0.0,0.0,0.0,0.0,0.0,67.49328839019749,69.6561375320001,4380.860624426673,-22381.740589574387,3942.929133449758,-974186.7561524172,-22381.740589574387,3942.929133449758,-974186.7561524172,-22449.233877964583,3873.2729959177577,-978567.6167768438
020401050302,Upper Bushkill Creek,[-75.3317527   40.79983456],2588233,69551,020401050303,2588233,['020401050301'],[2588235],[2588233],0204010503,02040105,True,8173.2667,81291.145509319,7533.985809999109,3892675.830222676,12455.8980609826,1058.73935388569,0.0,0.0,0.0,-70682.4151206636,3941.5337791134184,-3657787.9472373235,0.0,0.0,0.0,0.0,0.0,0.0,94.20110122220406,96.38370098259783,4487.804805098725,-70682.4151206636,3941.5337791134184,-3657787.9472373235,-70682.4151206636,3941.5337791134184,-3657787.9472373235,-70776.61622188581,3845.150078130821,-3662275.7520424225
020401050303,Lower Bushkill Creek,[-75.26414102  40.72161141],2588259,69534,020401050603,2588259,['020401050302'],[2588233],[2588259],0204010503,02040105,True,7969.16,161622.1527695751,18932.136986992795,6421114.710897961,13596.50376858915,9237.397023720878,0.0,0.0,0.0,11992.087800985948,7224.300363271917,-940795.2971020393,0.0,0.0,0.0,0.0,0.0,0.0,343.9984575014956,343.3194867836098,7990.955572162806,11992.087800985948,7224.300363271917,-940795.2971020393,11992.087800985948,7224.300363271917,-940795.2971020393,11648.089343484453,6880.980876488307,-948786.2526742021
020401050401,Upper Pohatcong Creek,[-74.96395459  40.78912066],2588013,69494,020401050402,2588013,,,[2588013 2588245],0204010504,02040105,True,5818.526,50247.68022438306,4492.934765976829,2081963.5386270909,10123.748682068142,1842.7954947035275,0.0,0.0,0.0,-59198.30727768508,846.3962112733009,-3293190.7801729087,49.561987578300375,20.45318123000004,11223.654969763522,49.561987578300375,20.45318123000004,11223.654969763522,51.209881424901155,21.355281621599957,11328.25280717542,-59247.86926526338,825.9430300433008,-3304414.4351426726,-59247.86926526338,825.9430300433008,-3304414.4351426726,-59249.517159109986,825.040929651701,-3304519.0329800844
020401050402,Lower Pohatcong Creek,[-75.09212309  40.70269028],2588067,69479,020401050605,2588067,['020401050401'],[2588013],[2588067],0204010504,02040105,True,9001.0907,148856.54321012212,11130.786053413942,7352713.918459371,623.7679970276096,50.05156229569021,0.0,0.0,0.0,-5415.843035905477,8290.39637411825,-962493.6702006292,522.0280631220024,273.6471376850002,121562.13730713527,522.0280631220024,273.6471376850002,121562.13730713527,528.2703136907877,278.60063742740016,121914.23702672553,-5937.871099027479,8016.749236433251,-1084055.8075077645,-5937.871099027479,8016.749236433251,-1084055.8075077645,-5944.113349596266,8011.795736690851,-1084407.9072273546
020401050501,Lake Hopatcong-Upper Musconetcong River,[-74.64020052  40.94908387],2586241,69363,020401050502,2586241,,,[2586241],0204010505,02040105,True,9404.887999999999,125866.21396061212,4532.13407012733,7849540.017129629,73437.28255177081,907.8044885658395,6.767162490908504,58.51074642601898,2486.7924300471786,-108112.50675115868,708.8143015614912,-838695.5172703709,0.0,0.0,0.0,0.0,0.0,0.0,3.6087984292125306,0.6011853339999589,322.10375543962846,-108112.50675115868,708.8143015614912,-838695.5172703709,-108112.50675115868,708.8143015614912,-838695.5172703709,-108116.11554958789,708.2131162274912,-839017.6210258106
020401050502,Lubbers Run-Musconetcong River,[-74.74175459  40.92366067],2586807,69344,020401050503,2586807,['020401050501'],[2586241],[2586807],0204010505,02040105,True,11771.6307,57563.11769744643,3612.4634714891627,5353028.340782049,3601.74785762514,126.930269509377,20.719896864820562,192.16012062886,8649.397700871301,-146980.3662091787,-163.67231502021406,-5521604.09987795,40.283263250699726,15.572110122000002,4893.485598547097,72.15355101129896,29.913572682399977,9223.443200116166,74.26818873689851,30.311574313599916,9405.935818412832,-147020.64947242942,-179.24442514221408,-5526497.585476497,-147052.51976019,-193.58588770261406,-5530827.543078066,-147054.6343979156,-193.98388933381395,-5531010.035696363
020401050503,Middle Musconetcong River,[-74.87478743  40.79917509],2586517,69336,020401050504,2586517,['020401050502'],[2586807],[2586517 2586815],0204010505,02040105,True,8313.3301,189938.66016676408,6240.6164343857245,4456861.985554159,102081.6535571275,1608.337118205596,1.8965565184998923,17.961651686520412,827.3553585480258,-54051.538197363414,2055.146985180129,-3222992.360825841,1072.3249151449002,461.504063886598,275584.10254470154,1072.3249151449002,461.504063886598,275584.10254470154,1076.0236387769944,463.8125060411979,275783.83986997226,-55123.86311250831,1593.642921293531,-3498576.463370542,-55123.86311250831,1593.642921293531,-3498576.463370542,-55127.561836140405,1591.3344791389309,-3498776.2006958127
020401050504,Lower Musconetcong River,[-75.04237635  40.68075214],2588261,69326,020401050605,2588261,['020401050503'],[2586517],[2588261],0204010505,02040105,True,10796.0497,153283.34997120133,10152.999170933406,7054844.987234801,471.65164810541603,26.429342896445903,0.0,0.0,0.0,-31476.870055904074,6779.794421036961,-2918545.725625198,4286.998749325692,2195.569977280001,1820623.1906693508,4286.998749325692,2195.569977280001,1820623.1906693508,4293.596114166197,2200.776565250401,1821534.9015904083,-35763.86880522977,4584.22444375696,-4739168.916294549,-35763.86880522977,4584.22444375696,-4739168.916294549,-35770.46617007027,4579.01785578656,-4740080.627215606
020401050601,Allegheny Creek-Delaware River,[-75.09524362  40.90465431],2588375,69886,020401050603,2588375,['020401041005' '020401050104' '020401050204'],[4154510 2587753 2587861],[2588375],0204010506,02040105,True,12927.8045,182493.38726130346,9559.956663807232,5658855.111321722,46114.95722662994,1822.7713261630042,0.0,0.0,0.0,-84299.19278032648,3729.565942644228,-6283850.685778277,0.0,0.0,0.0,0.0,0.0,0.0,78.0603018594093,71.87303836680088,2900.2152044613977,-84299.19278032648,3729.565942644228,-6283850.685778277,-84299.19278032648,3729.565942644228,-6283850.685778277,-84377.25308218588,3657.6929042774273,-6286750.9009827385
020401050602,Martins Creek-Delaware River,[-75.20202343  40.86400458],2587977,69587,020401050603,2587977,,,[2587977],0204010506,02040105,True,11530.024,149680.5060578017,13708.530994956973,5244824.840923925,52611.96246099823,6049.726592300794,14.96981863774181,138.34384420599957,5653.5079849470785,-99748.96608319653,4084.4969626561797,-5406611.330276075,0.0,0.0,0.0,0.0,0.0,0.0,120.69649263049087,123.44014876240044,4187.670651249104,-99748.96608319653,4084.4969626561797,-5406611.330276075,-99748.96608319653,4084.4969626561797,-5406611.330276075,-99869.66257582702,3961.0568138937792,-5410799.0009273235
020401050603,Buckhorn Creek-Delaware River,[-75.13771125  40.78708718],2588457,69532,020401050605,2588457,['020401050303' '020401050601' '020401050602' '020401060813'],[2588259 2588375 2587977 4188251],[2588457],0204010506,02040105,True,14858.5035,323156.5586649723,20011.06185333097,10158672.439860621,1139.9715401517144,5543.592898116455,0.0,0.0,0.0,68381.9323798206,9861.332870214515,-3567613.0934393774,126.9243719683008,64.51662080880135,26463.316206657502,126.9243719683008,64.51662080880135,26463.316206657502,220.40821131459688,157.3961819738018,31767.397789850253,68255.0080078523,9796.816249405714,-3594076.4096460347,68255.0080078523,9796.816249405714,-3594076.4096460347,68161.524168506,9703.936688240714,-3599380.4912292277
020401050604,Cooks Creek-Delaware River,[-75.27789382  40.54347013],2588095,69310,020401050605,2588095,,,[2588095],0204010506,02040105,True,7655.9479,34510.63041993821,4375.963640119238,2702917.762422078,0.0,0.0,0.0,0.0,0.0,-96176.4002330618,2002.619791119238,-4369646.907597922,0.0,0.0,0.0,0.0,0.0,0.0,89.98641008539909,99.65264596999904,8877.253239446427,-96176.4002330618,2002.619791119238,-4369646.907597922,-96176.4002330618,2002.619791119238,-4369646.907597922,-96266.38664314718,1902.9671451492388,-4378524.160837368
020401050605,Lopatcong Creek-Delaware River,[-75.17939968  40.66715584],2588483,69309,020401050904,2588483,['020401050402' '020401050504' '020401050603' '020401050604'],[2588067 2588261 2588457 2588095],[2588483 2588481],0204010506,02040105,True,9352.749,209653.0769896803,33111.94284179483,7956999.4780969005,85771.5073094938,24435.565111240852,0.0,0.0,0.0,-35769.85574981349,5777.025540553979,-683070.0481030991,847.8162500541971,467.3771931160009,192495.55609936372,1105.3280753135955,617.9850677384007,240537.3716239967,1152.1359692887888,664.5481679188013,242826.13176268688,-36617.671999867685,5309.648347437979,-875565.604202463,-36875.18382512708,5159.040472815579,-923607.4197270959,-36921.991719102276,5112.477372635179,-925896.179865786
020401050701,Upper Tohickon Creek,[-75.32131107  40.45765198],2591381,69133,020401050702,2591381,,,[2591381],0204010507,02040105,True,11415.8537,110427.44003816308,8084.641465614039,5615638.73067767,54079.97207374174,1024.4216366699532,0.0,0.0,0.0,-138521.15469457864,3521.3051819440852,-4930326.91738233,0.0,0.0,0.0,0.0,0.0,0.0,204.00224202849938,224.25054732299995,4718.181477429156,-138521.15469457864,3521.3051819440852,-4930326.91738233,-138521.15469457864,3521.3051819440852,-4930326.91738233,-138725.15693660715,3297.0546346210854,-4935045.098859758
020401050702,Middle Tohickon Creek,[-75.22425079  40.45598722],2591217,69104,020401050703,2591217,['020401050701'],[2591381],[2591217],0204010507,02040105,True,10729.8607,56419.929304154655,7069.535277393981,3358912.8203852624,9864.321011785125,840.939849708535,0.0,0.0,0.0,-136603.1138566305,2902.3386106854455,-6553332.494274737,0.0,0.0,0.0,0.0,0.0,0.0,180.1011374768897,197.00851522159994,7182.620880792337,-136603.1138566305,2902.3386106854455,-6553332.494274737,-136603.1138566305,2902.3386106854455,-6553332.494274737,-136783.21499410737,2705.3300954638457,-6560515.115155529
020401050703,Lower Tohickon Creek,[-75.14197247  40.40807066],2591253,69085,020401050908,2591253,['020401050702'],[2591217],[2591253 2591237],0204010507,02040105,True,6836.4437,47773.66466831235,6876.61498986159,3304921.0558893494,5170.006596652791,282.67255946821814,0.0,0.0,0.0,-74094.43588734044,4474.644883393372,-3010585.63417065,0.0,0.0,0.0,0.0,0.0,0.0,353.97287365330016,388.3039924905999,15263.846868081595,-74094.43588734044,4474.644883393372,-3010585.63417065,-74094.43588734044,4474.644883393372,-3010585.63417065,-74448.40876099374,4086.3408909027717,-3025849.481038732
020401050801,Upper Assunpink Creek,[-74.55921407  40.22980351],2590117,68848,020401050803,2590117,,,[2590117],0204010508,02040105,True,9199.7817,96710.24852880382,5916.37142647463,7647196.072986544,1264.3772507691,34.6053330975522,0.0,0.0,0.0,-61594.40234096529,3029.8337663770785,-851562.261473455,0.0,0.0,0.0,0.0,0.0,0.0,5.65090477500118,1.06518381359998,468.7768722557403,-61594.40234096529,3029.8337663770785,-851562.261473455,-61594.40234096529,3029.8337663770785,-851562.261473455,-61600.05324574029,3028.7685825634785,-852031.0383457108
020401050802,Miry Run,[-74.64315206  40.23373519],2589805,68877,020401050803,2589805,,,[2589805],0204010508,02040105,True,3426.0663,24792.49304294852,1580.3126406755855,2509848.940881842,0.0,0.0,0.0,0.0,0.0,-33690.45869805148,518.2320876755854,-655151.1070581578,0.0,0.0,0.0,0.0,0.0,0.0,8.778917990200739,1.4506645535999994,765.143874665926,-33690.45869805148,518.2320876755854,-655151.1070581578,-33690.45869805148,518.2320876755854,-655151.1070581578,-33699.23761604168,516.7814231219854,-655916.2509328236
020401050803,Lower Assunpink Creek,[-74.72924812  40.26381221],2590137,68820,020401050911,2590137,['020401050801' '020401050802'],[2590117 2589805],[2590137],0204010508,02040105,True,11186.8342,316221.12502405356,38069.29563927186,19011309.33584795,188417.68334098384,30448.18138999464,0.0,0.0,0.0,-63155.81811093033,4153.195647277221,8676911.901887953,0.0,0.0,0.0,0.0,0.0,0.0,26.502216397807178,4.433476857599666,2320.301758622403,-63155.81811093033,4153.195647277221,8676911.901887953,-63155.81811093033,4153.195647277221,8676911.901887953,-63182.32032732813,4148.762170419621,8674591.60012933
020401050901,Hakihokake Creek-Delaware River,[-75.0901168   40.60609474],2588117,69290,020401050904,2588117,,,[2588117],0204010509,02040105,True,4555.6703,38500.76023208858,2946.1497968895296,1891874.936234206,2766.16640364589,61.10076301516861,0.0,0.0,0.0,-42030.69819255731,1472.791240874361,-2316653.286905794,117.44097512739972,38.99743925999999,4750.362002576992,117.44097512739972,38.99743925999999,4750.362002576992,124.39289029970132,45.31177487179992,5719.6788263985,-42148.13916768471,1433.793801614361,-2321403.6489083706,-42148.13916768471,1433.793801614361,-2321403.6489083706,-42155.09108285702,1427.4794660025611,-2322372.965732192
020401050902,Nishisakawick Creek-Delaware River,[-75.01611318  40.55783212],2588143,69264,020401050904,2588143,,,[2588143 2588141],0204010509,02040105,True,3779.8546,31933.236499142484,4103.5215717959645,2401809.1332478584,125.39007088741918,15.641770207461255,0.0,0.0,0.0,-32714.27159374494,2916.1248755885026,-1090020.5462321416,0.0,0.0,0.0,0.0,0.0,0.0,13.685084815702098,12.40935757520006,2248.218052318167,-32714.27159374494,2916.1248755885026,-1090020.5462321416,-32714.27159374494,2916.1248755885026,-1090020.5462321416,-32727.956678560644,2903.7155180133022,-1092268.7642844599
020401050903,Tinicum Creek-Delaware River,[-75.13280538  40.49691812],2591071,69221,020401050904,2591071,,,[2591071],0204010509,02040105,True,6231.9417,13924.686529002074,2183.655965239437,1116437.3776061283,0.0,0.0,0.0,0.0,0.0,-92454.55828999793,251.7540382394371,-4640630.364853871,0.0,0.0,0.0,0.0,0.0,0.0,66.52306966970018,72.42539541240002,4397.28129890869,-92454.55828999793,251.7540382394371,-4640630.364853871,-92454.55828999793,251.7540382394371,-4640630.364853871,-92521.08135966763,179.32864282703707,-4645027.64615278
020401050904,Harihokake Creek-Delaware River,[-75.10771044  40.55060817],2591067,69220,020401050908,2591067,['020401050605' '020401050901' '020401050902' '020401050903'],[2588483 2588117 2588143 2591071],[2591067 2593547],0204010509,02040105,True,12913.1582,69298.18667703932,7889.2101401298405,6175083.402026734,221.49246791557104,401.646235993748,0.0,0.0,0.0,-151350.91626487626,3484.484862136092,-5754092.143133265,0.0,0.0,0.0,0.0,0.0,0.0,107.46597588139821,109.84568726340008,11085.671560371595,-151350.91626487626,3484.484862136092,-5754092.143133265,-151350.91626487626,3484.484862136092,-5754092.143133265,-151458.38224075764,3374.639174872692,-5765177.814693636
020401050905,Lockatong Creek-Delaware River,[-74.9925853   40.49268886],2591267,69050,020401050908,2591267,,,[2591267],0204010509,02040105,True,6100.9872000000005,40949.35077040184,6522.2931574122,3612337.5931496797,4719.52820331576,404.34809761294696,0.0,0.0,0.0,-67914.02893691392,4226.639027799252,-2023754.38221032,0.0,0.0,0.0,0.0,0.0,0.0,21.9581880922899,20.11174700119996,4138.983331571519,-67914.02893691392,4226.639027799252,-2023754.38221032,-67914.02893691392,4226.639027799252,-2023754.38221032,-67935.98712500621,4206.527280798053,-2027893.3655418917
020401050906,Wickecheoke Creek-Delaware River,[-74.94954085  40.48298097],2589541,69021,020401050908,2589541,,,[2589541],0204010509,02040105,True,6917.8965,32693.298982284203,4800.444994346083,3000407.6799707636,862.184476111147,7.23783328840468,0.0,0.0,0.0,-86257.37874882694,2648.6592460576785,-3390345.106729236,0.0,0.0,0.0,0.0,0.0,0.0,21.0542822178003,19.31030566379999,3997.2318093359136,-86257.37874882694,2648.6592460576785,-3390345.106729236,-86257.37874882694,2648.6592460576785,-3390345.106729236,-86278.43303104475,2629.3489403938784,-3394342.3385385717
020401050907,Alexauken Creek-Delaware River,[-74.90826035  40.40242511],2589581,68989,020401050908,2589581,,,[2589581],0204010509,02040105,True,3925.9037000000003,26729.297221372733,2853.0416154519967,1819555.6406959945,0.0,0.0,0.0,0.0,0.0,-40285.87893762727,1636.011468451997,-1807194.1973640053,0.0,0.0,0.0,0.0,0.0,0.0,10.4319557617996,8.857952579199997,1880.1110082188698,-40285.87893762727,1636.011468451997,-1807194.1973640053,-40285.87893762727,1636.011468451997,-1807194.1973640053,-40296.31089338907,1627.1535158727968,-1809074.308372224
020401050908,Paunnacussing Creek-Delaware River,[-75.03528919  40.41220866],2590195,68988,020401050909,2590195,"['020401050703' '020401050904' '020401050905' '020401050906'
 '020401050907']",[2591253 2591067 2591267 2589541 2589581],[2590195 2590197],0204010509,02040105,True,9775.1801,53927.8544484294,5261.401898900613,4227961.752447655,38.6419477642851,3.19173536068544,0.0,0.0,0.0,-112973.11180633488,2227.904332539927,-4802349.623932344,5.7823421046000485,3.491236360799974,1413.6778151409817,5.7823421046000485,3.491236360799974,1413.6778151409817,143.80985291639934,145.58430906920003,14479.877488146734,-112978.89414843949,2224.413096179127,-4803763.301747485,-112978.89414843949,2224.413096179127,-4803763.301747485,-113116.92165925128,2082.3200234707274,-4816829.501420491
020401050909,Pidcock Creek-Delaware River,[-74.95253966  40.3423932 ],2590223,68949,020401050910,2590223,['020401050908'],[2590195],[2590223 2590225],0204010509,02040105,True,10334.3559,63009.031387842675,8805.368731450235,6102734.897117581,13529.84171375418,2772.0656918381073,0.0,0.0,0.0,-126928.26553891151,2829.6527106121275,-3444143.0833024187,0.0,0.0,0.0,0.0,0.0,0.0,162.09978121420002,157.76391633380126,14263.3895574017,-126928.26553891151,2829.6527106121275,-3444143.0833024187,-126928.26553891151,2829.6527106121275,-3444143.0833024187,-127090.36532012571,2671.8887942783263,-3458406.4728598204
020401050910,Jacobs Creek-Delaware River,[-74.88213331  40.30144179],2589737,68913,020401050911,2589737,['020401050909'],[2590223],[2589737 2589745 2590249],0204010509,02040105,True,9715.9416,52007.35910284611,5599.498667675085,7455502.369250503,746.5752953033948,267.1065834530788,0.0,0.0,0.0,-114590.33930445729,2320.450188222006,-1520084.4808294957,0.4668064016004792,0.15135969879906952,39.780680625117384,0.4668064016004792,0.15135969879906952,39.780680625117384,169.1895682939017,172.1859463925991,4977.7677782916,-114590.80611085889,2320.2988285232072,-1520124.261510121,-114590.80611085889,2320.2988285232072,-1520124.261510121,-114759.5288727512,2148.264241829407,-1525062.2486077875
020401050911,Buck Creek-Delaware River,[-74.83529498  40.24042799],4481949,68818,020402010404,4481949,['020401050803' '020401050910'],[2590137 2589737],[4481949],0204010509,02040105,True,6152.3655,87266.79201827229,3783.487191727243,6835225.397792006,428.112582129676,35.8879295259926,0.0,0.0,0.0,-18182.199648857393,1840.3659572012505,1151670.1488920064,0.0,0.0,0.0,0.0,0.0,0.0,93.05390391320459,95.28739038999936,1279.7994941272095,-18182.199648857393,1840.3659572012505,1151670.1488920064,-18182.199648857393,1840.3659572012505,1151670.1488920064,-18275.2535527706,1745.078566811251,1150390.3493978793
020401060101,Stillwater Lake-Upper Tunkhannock Creek,[-75.42379016  41.1248075 ],4186179,76047,020401060102,4186179,,,[4186179],0204010601,02040106,True,6785.1021,14925.189626202768,1097.3758641465001,1731690.1770709516,0.0,0.0,0.0,0.0,0.0,-100896.50322079724,-1006.0057868534999,-4536387.142909048,0.0,0.0,0.0,0.0,0.0,0.0,37.51174196859965,39.25792847880001,290.44234081330205,-100896.50322079724,-1006.0057868534999,-4536387.142909048,-100896.50322079724,-1006.0057868534999,-4536387.142909048,-100934.01496276584,-1045.2637153322999,-4536677.585249862
