huc10,huc10_name,comid,nord,in_drb,huc08,catchment_hectares,tn_load,tp_load,tss_load,tn_load_ps,tp_load_ps,tn_load_avoid,tp_load_avoid,tss_load_avoid,tn_load_xsnps,tp_load_xsnps,tss_load_xsnps,tn_load_red1,tp_load_red1,tss_load_red1,tn_load_red2,tp_load_red2,tss_load_red2,tn_load_red3,tp_load_red3,tss_load_red3,tn_load_rem1,tp_load_rem1,tss_load_rem1,tn_load_rem2,tp_load_rem2,tss_load_rem2,tn_load_rem3,tp_load_rem3,tss_load_rem3
0204020206,Raccoon Creek-Delaware River,24903452,65081,True,02040202,77945.9757,1886146.6133567793,393563.9731872124,94911981.3831071,922273.4853240782,343794.95785671606,0.0,0.0,0.0,-366664.67716629896,25605.762863496308,22905489.031447094,19.27074075029941,8.464338061799992,5011.038532685023,19.27074075029941,8.464338061799992,5011.038532685023,569.8607165387565,531.5141383229997,24413.8378132849,-366683.94790704927,25597.298525434508,22900477.99291441,-366683.94790704927,25597.298525434508,22900477.99291441,-367234.5378828377,25074.248725173307,22881075.19363381
0204020301,Little Schuylkill River,4779719,67010,True,02040203,35453.0885,430116.1808401949,34243.44229476187,11786706.39524116,82240.59951149698,13483.681169393503,0.0,0.0,0.0,-257308.63936630206,9769.303690368373,-20964856.76105884,0.0,0.0,0.0,0.0,0.0,0.0,134.4876900168955,122.23082197079813,31943.394579134612,-257308.63936630206,9769.303690368373,-20964856.76105884,-257308.63936630206,9769.303690368373,-20964856.76105884,-257443.12705631895,9647.072868397576,-20996800.155637976
0204020302,Upper Schuylkill River,4779859,67162,True,02040203,53123.7998,433685.8192423084,35543.32726048384,14624050.118379943,83076.25274506018,12311.726241073417,0.0,0.0,0.0,-556213.6960887519,6763.223081410424,-34451716.13686006,0.0,0.0,0.0,0.0,0.0,0.0,376.739952369114,340.50617688739754,69425.4839012161,-556213.6960887519,6763.223081410424,-34451716.13686006,-556213.6960887519,6763.223081410424,-34451716.13686006,-556590.4360411209,6422.716904523027,-34521141.620761275
0204020303,Maiden Creek,4782267,66753,True,02040203,55932.546800000004,1194847.4560667048,106008.85651248216,39349733.37647629,34390.769715914124,4700.5785817192855,0.0,0.0,0.0,205688.11247479077,83969.18842276288,-12320753.357363708,9641.131766730276,4013.756289175438,479317.1067904103,9641.131766730276,4013.756289175438,479317.1067904103,10447.418501739598,4936.608677817438,596536.2282355152,196046.98070806047,79955.43213358744,-12800070.464154119,196046.98070806047,79955.43213358744,-12800070.464154119,195240.69397305115,79032.57974494544,-12917289.585599223
0204020304,Tulpehocken Creek,4782309,66496,True,02040203,56959.1943,2464074.8368112743,172031.7674543318,46401039.25386631,928662.1580905772,81424.97101683637,0.0,0.0,0.0,563119.2320196971,72949.44620449543,-6217864.4404736925,11055.257293966511,3324.8378090266006,1933309.0566311083,11055.257293966511,3324.8378090266006,1933309.0566311083,12067.22550876022,4249.339725406695,2091371.3434005058,552063.9747257306,69624.60839546882,-8151173.4971048,552063.9747257306,69624.60839546882,-8151173.4971048,551052.0065109369,68700.10647908872,-8309235.783874199
0204020305,Manatawny Creek,4782395,66215,True,02040203,23696.0735,306655.93764683907,31708.74208058082,14910628.073639873,3401.8766548797034,1165.1896015623956,0.0,0.0,0.0,-101237.91365304061,23197.769694018425,-6979804.625660124,649.3919446308007,158.05773938579978,2975.470213107037,649.3919446308007,158.05773938579978,2975.470213107037,865.4679645749892,423.8898275344006,34141.04158705355,-101887.30559767141,23039.711954632625,-6982780.095873232,-101887.30559767141,23039.711954632625,-6982780.095873232,-102103.3816176156,22773.879866484025,-7013945.667247178
0204020306,Middle Schuylkill River,4782429,66287,True,02040203,71752.0312,1680062.699949424,162987.312705884,43830499.14196599,650620.0897021898,80440.20363540997,4.186552278970339,38.690594067581,1679.160345381504,-195364.56233676555,60303.97939847401,-22454027.280594006,139.884887110999,81.74792857799983,26569.292665902787,139.884887110999,81.74792857799983,26569.292665902787,1389.6182241625452,1518.797590840987,108806.19988595224,-195504.44722387654,60222.23146989601,-22480596.57325991,-195504.44722387654,60222.23146989601,-22480596.57325991,-196754.18056092807,58785.181807633024,-22562833.48047996
0204020307,French Creek,4781691,66081,True,02040203,18165.0912,251898.6013154482,13532.248928187819,7833186.962577357,30.09813642431946,51.7999670229299,9.365577271499205,87.66421424534039,3946.721043751895,-58209.603604976124,7849.270689164889,-8947724.287982643,558.586112219498,202.4251926295999,35796.52515154801,558.586112219498,202.4251926295999,35796.52515154801,783.341369376889,427.9815436466007,49372.217937735324,-58768.18971719562,7646.845496535289,-8983520.81313419,-58768.18971719562,7646.845496535289,-8983520.81313419,-58992.94497435301,7421.289145518288,-8997096.505920377
0204020308,Perkiomen Creek,4782543,65642,True,02040203,93705.3391,1429193.9568683906,172795.08779555385,83258129.09363817,748980.3419975779,96210.11291771298,0.0,0.0,0.0,-919336.5235661874,47536.31975684087,-3306863.166941829,189.22392630300055,59.127227417400036,34934.74801334689,189.22392630300055,59.127227417400036,34934.74801334689,2390.8994087682067,2337.686316989396,261865.11499335253,-919525.7474924903,47477.192529423475,-3341797.914955176,-919525.7474924903,47477.192529423475,-3341797.914955176,-921727.4229749556,45198.63343985148,-3568728.281935181
0204020309,Wissahickon Creek,4782625,65470,True,02040203,16485.4784,191697.84777375526,13861.551064010773,14566200.531498471,85732.37308392033,6590.328892481473,0.0,0.0,0.0,-175441.64159816506,2160.7238675292997,-663084.4144215273,485.72687366240325,144.52415993800406,133473.93786384715,485.72687366240325,144.52415993800406,133473.93786384715,560.7666643697063,208.34688011060456,138667.59453410583,-175927.36847182747,2016.1997075912957,-796558.3522853744,-175927.36847182747,2016.1997075912957,-796558.3522853744,-176002.4082625348,1952.376987418695,-801752.0089556332
0204020310,Lower Schuylkill River,4784841,65459,True,02040203,69576.4691,1578869.3763976379,184781.01869035556,67451217.84136504,681680.1896148165,140851.0028114693,0.4127995277303853,3.788682027560015,158.49818905699067,-290481.14075417846,22361.310457886237,3176475.6867850404,35.54749096989963,14.229232999200036,16553.999734624987,35.54749096989963,14.229232999200036,16553.999734624987,1258.7491237770153,1208.553377592692,69529.53231774592,-290516.68824514834,22347.081224887035,3159921.6870504157,-290516.68824514834,22347.081224887035,3159921.6870504157,-291739.8898779555,21152.757080293544,3106946.154467295
0204020400,Delaware Bay-Deep,24903800,63468,True,02040204,16366.220099999999,3369571.8358641537,233305.91826822105,10195125.585342586,3353256.6877755895,230292.89207442477,0.0,0.0,0.0,-263056.2290184355,-2060.5020372037193,-4923988.543037414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003235529933590442,-263056.2290184355,-2060.5020372037193,-4923988.543037414,-263056.2290184355,-2060.5020372037193,-4923988.543037414,-263056.2290184355,-2060.5020372037193,-4923988.546272944
0204020501,East Branch Brandywine Creek,4650714,64401,True,02040205,31928.8453,750683.9360929661,45775.5161540376,19162613.393826935,256123.28913441772,20588.36771087991,0.0,0.0,0.0,-50464.74231245159,15289.206400157695,-10333253.894313063,59.06742341340213,16.98414215939988,12585.306366124074,59.06742341340213,16.98414215939988,12585.306366124074,586.3730050063843,562.3801373562026,30688.050388055723,-50523.80973586499,15272.222257998295,-10345839.200679189,-50523.80973586499,15272.222257998295,-10345839.200679189,-51051.115317457974,14726.826262801493,-10363941.94470112
0204020502,West Branch Brandywine Creek,4651852,64578,True,02040205,34935.7971,730729.9284909742,41760.731778930014,21911677.980687074,47471.40304031492,6244.727862067625,0.0,0.0,0.0,86904.46895365928,24685.906815862385,-10362011.380292926,7880.812914276418,2289.3891569253974,4124942.0345153776,7880.812914276418,2289.3891569253974,4124942.0345153776,9119.693970987873,3359.5618231766016,4315028.143026764,79023.65603938285,22396.517658936988,-14486953.414808303,79023.65603938285,22396.517658936988,-14486953.414808303,77784.77498267141,21326.344992685783,-14677039.52331969
0204020503,White Clay Creek,4652174,64774,True,02040205,41647.1836,578141.9331532611,30689.288682234896,30434496.6264167,13632.24943473036,2244.3122389713335,0.0,0.0,0.0,-146407.74033346924,15534.349527263563,-8039171.583263298,7027.983688125515,2798.3760740294006,1840738.1003515744,7027.983688125515,2798.3760740294006,1840738.1003515744,7650.867989389295,3376.551276461801,1905819.3444336278,-153435.72402159474,12735.973453234163,-9879909.683614872,-153435.72402159474,12735.973453234163,-9879909.683614872,-154058.60832285852,12157.798250801761,-9944990.927696927
0204020504,Brandywine Creek,4655442,64239,True,02040205,17075.571,199507.76971945862,10361.040251447643,11093702.656055247,11514.767741384978,995.0159709636844,0.0,0.0,0.0,-103486.99499192636,4072.597270483958,-4680709.83374475,826.4931287885006,458.0688902683995,173535.99134870892,826.4931287885006,458.0688902683995,173535.99134870892,997.5271668505072,622.700252787399,187840.18465469172,-104313.48812071486,3614.5283802155586,-4854245.825093459,-104313.48812071486,3614.5283802155586,-4854245.825093459,-104484.52215877688,3449.8970176965586,-4868550.018399443
0204020505,Christina River,24902758,64237,True,02040205,20151.6535,238691.89827151943,12122.937163137856,12486446.525002653,45045.362926848065,3847.9770132030217,0.0,0.0,0.0,-150342.18990032864,2027.9475649348358,-6129650.978297346,0.0,0.0,0.0,0.0,0.0,0.0,7.840426562799621,7.603395345400941,392.6320044930326,-150342.18990032864,2027.9475649348358,-6129650.978297346,-150342.18990032864,2027.9475649348358,-6129650.978297346,-150350.03032689146,2020.3441695894346,-6130043.610301839
0204020506,Shellpot Creek-Delaware River,24902756,65049,True,02040205,4638.4321,48598.57937698856,3063.2086197713725,2824940.913893577,20667.873481234798,1562.1317930711173,0.0,0.0,0.0,-51247.33005124624,63.162875700255576,-1460042.6600864227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51247.33005124624,63.162875700255576,-1460042.6600864227,-51247.33005124624,63.162875700255576,-1460042.6600864227,-51247.33005124624,63.162875700255576,-1460042.6600864227
0204020507,C&D Canal - Red Lion Creek,24903566,63768,True,02040205,18793.5523,224699.6923927423,60272.1933311183,17393752.908625856,59572.271743838486,50406.060448644894,0.0,0.0,0.0,-155678.5171120962,4040.131669473411,32269.293885857565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-155678.5171120962,4040.131669473411,32269.293885857565,-155678.5171120962,4040.131669473411,32269.293885857565,-155678.5171120962,4040.131669473411,32269.293885857565
0204020508,Appoquinimink River-Delaware River,932040184,77009,True,02040205,25501.0012,231329.8473275441,11819.010947183577,18244220.628526025,0.0,0.0,0.0,0.0,0.0,-203972.2431564559,3913.7005751835773,-5313604.280033973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203972.2431564559,3913.7005751835773,-5313604.280033973,-203972.2431564559,3913.7005751835773,-5313604.280033973,-203972.2431564559,3913.7005751835773,-5313604.280033973
0204020601,Salem River-Delaware River,24903538,63773,True,02040206,39334.8437,601608.9542430034,50947.22218306212,30821396.22202971,182944.33932833525,20448.289818137564,0.0,0.0,0.0,-252781.16704433184,18305.130817924557,-5516132.388030292,458.3553305965873,207.50736861120123,132760.07878898026,733.0865868784867,357.8618259192013,209614.79617381992,810.4181163627072,413.8393960162016,215946.0094949713,-253239.52237492843,18097.623449313356,-5648892.466819271,-253514.25363121033,17947.268992005356,-5725747.184204111,-253591.58516069455,17891.291421908358,-5732078.397525263
0204020602,Alloway Creek,24903606,63498,True,02040206,17936.9308,155544.5174612458,8835.584044599878,8114289.3730845135,123.508559469782,29.6045646439131,0.0,0.0,0.0,-150762.399854224,3245.5309319559656,-8455847.299955485,4.901740808599868,2.2742642213999957,2127.575969666992,4.901740808599868,2.2742642213999957,2127.575969666992,62.63094068400162,37.3759483198002,5438.078622696543,-150767.3015950326,3243.256667734566,-8457974.875925152,-150767.3015950326,3243.256667734566,-8457974.875925152,-150825.030794908,3208.1549836361655,-8461285.378578182
0204020603,Cohansey River,9486246,77937,True,02040206,27610.221,707850.7146585457,38878.12448134966,17483129.54327392,297707.7999898526,25396.85994066068,0.0,0.0,0.0,-61163.55780130689,4922.09603068898,-8023192.61652608,297.62622716338717,95.83470107200043,80827.55317019118,297.62622716338717,95.83470107200043,80827.55317019118,302.10168158838064,97.08630283379985,81196.94971263246,-61461.18402847028,4826.261329616979,-8104020.169696271,-61461.18402847028,4826.261329616979,-8104020.169696271,-61465.65948289527,4825.00972785518,-8104389.5662387125
0204020604,Upper Maurice River,9484562,112383,True,02040206,46744.1667,725719.4141239362,40618.48257690711,20568925.97702732,287672.32397205057,22900.16078475165,0.0,0.0,0.0,-359875.8354171144,3227.6301151554594,-22613335.22043268,18.582759505097712,6.26918094279997,6205.495624918424,18.582759505097712,6.26918094279997,6205.495624918424,45.05689089210914,16.528360312198974,8045.769500387813,-359894.41817661945,3221.3609342126592,-22619540.7160576,-359894.41817661945,3221.3609342126592,-22619540.7160576,-359920.89230800647,3211.1017548432606,-22621380.989933066
0204020605,Lower Maurice River,9486502,112152,True,02040206,52741.2134,501981.4859198174,21323.35366789482,16856501.82579439,127182.536404929,12074.85664588585,9.396347168580728,82.63983377585994,3197.017438593559,-525493.5632231116,-7101.279131991029,-31865831.113125607,539.376268407417,49.137470706200226,61545.04440344909,539.376268407417,49.137470706200226,61545.04440344909,562.0969745587012,52.960818743601585,63563.085992172404,-526032.939491519,-7150.416602697229,-31927376.157529056,-526032.939491519,-7150.416602697229,-31927376.157529056,-526055.6601976703,-7154.239950734631,-31929394.19911778
0204020606,Stow Creek-Delaware Bay,24903666,63485,True,02040206,53293.6042,571905.379516197,18589.542668600327,31994309.377483644,85311.54904577365,6747.494160092386,0.0,0.0,0.0,-423127.9932235767,-4678.968793492061,-17238322.182476353,0.0,0.0,0.13916903002245817,0.0,0.0,0.13916903002245817,2.701964232091716,1.0548509584011507,101.86577077408049,-423127.9932235767,-4678.968793492061,-17238322.321645387,-423127.9932235767,-4678.968793492061,-17238322.321645387,-423130.6951878088,-4680.023644450463,-17238424.04824713
0204020607,Dennis Creek-Delaware Bay,9483638,121223,True,02040206,34220.414600000004,268866.52471390285,17756.047567727695,20966378.55725321,153512.4116115681,12046.823179865229,0.0,0.0,0.0,-468788.36411966523,-4899.104138137532,-10646440.450226787,0.13506563999999344,0.02265215999999981,18.123367879976286,0.13506563999999344,0.02265215999999981,18.123367879976286,2.9865162320981433,0.4617013942009973,285.55868760318026,-468788.49918530526,-4899.126790297531,-10646458.573594667,-468788.49918530526,-4899.126790297531,-10646458.573594667,-468791.3506358973,-4899.565839531732,-10646726.00891439
0204020701,Smyrna River-Delaware Bay,25039920,77563,True,02040207,20392.2428,209366.45750180722,13240.981934930483,12053863.997337872,2562.641499756,215.85430769988,0.0,0.0,0.0,-141291.7685939488,6703.532359230602,-6784489.901302126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-141291.7685939488,6703.532359230602,-6784489.901302126,-141291.7685939488,6703.532359230602,-6784489.901302126,-141291.7685939488,6703.532359230602,-6784489.901302126
0204020702,Leipsic River-Delaware Bay,25039974,77684,True,02040207,36754.1084,422024.91967289115,27547.854419373132,18317564.497095905,0.0,0.0,0.0,0.0,0.0,-205367.7107151089,16154.080815373132,-15635880.842824092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-205367.7107151089,16154.080815373132,-15635880.842824092,-205367.7107151089,16154.080815373132,-15635880.842824092,-205367.7107151089,16154.080815373132,-15635880.842824092
0204020703,Saint Jones River,8075784,117858,True,02040207,22791.5613,293172.0396594559,20925.1198242803,17843058.684816964,0.0,0.0,0.0,0.0,0.0,-95879.91173154413,13859.7358212803,-3211785.6441230336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95879.91173154413,13859.7358212803,-3211785.6441230336,-95879.91173154413,13859.7358212803,-3211785.6441230336,-95879.91173154413,13859.7358212803,-3211785.6441230336
0204020704,Murderkill River-Delaware Bay,8075804,117432,True,02040207,27048.1504,563137.5568434258,30734.32295984839,11310797.818641135,82348.1737315546,6148.9260396645295,0.0,0.0,0.0,19077.45578387129,16200.470296183857,-13676283.520878863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19077.45578387129,16200.470296183857,-13676283.520878863,19077.45578387129,16200.470296183857,-13676283.520878863,19077.45578387129,16200.470296183857,-13676283.520878863
0204020705,Mispillion River-Delaware Bay,8080210,117578,True,02040207,32728.0421,1018075.6109188424,46753.99328904313,7659508.584735141,7832.051686238169,658.008406016821,0.0,0.0,0.0,451575.88058560423,35950.29183202631,-22574656.70724486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451575.88058560423,35950.29183202631,-22574656.70724486,451575.88058560423,35950.29183202631,-22574656.70724486,451575.88058560423,35950.29183202631,-22574656.70724486
0204020706,Broadkill River-Delaware Bay,8077930,116139,True,02040207,27441.4295,941606.8434510168,44120.70028349053,6970260.66608755,5496.707616859,680.4685886849632,0.0,0.0,0.0,467684.9342691578,34933.38854980557,-18380131.90601245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467684.9342691578,34933.38854980557,-18380131.90601245,467684.9342691578,34933.38854980557,-18380131.90601245,467684.9342691578,34933.38854980557,-18380131.90601245
0204030103,Toms River,9454915,114739,False,02040301,49644.854699999996,252276.06313215164,9778.179697539306,24749439.79714047,0.0,0.0,0.0,0.0,0.0,-595161.6065968483,-5611.725259460694,-21112476.974719528,0.0,0.0,0.0,0.0,0.0,0.0,46.67991151940126,7.705777318599844,4404.488263996662,-595161.6065968483,-5611.725259460694,-21112476.974719528,-595161.6065968483,-5611.725259460694,-21112476.974719528,-595208.2865083677,-5619.431036779294,-21116881.462983523
0204030104,Barnegat Bay,9454953,119865,False,02040301,32491.5424,132761.10013416075,9892.702864747163,28549798.801182736,0.0,0.0,0.0,0.0,0.0,-421869.5286338393,-179.67527925283588,-1465888.0679372638,0.0,0.0,0.0,0.0,0.0,0.0,10.89614867159965,1.756633171799971,976.0573051147004,-421869.5286338393,-179.67527925283588,-1465888.0679372638,-421869.5286338393,-179.67527925283588,-1465888.0679372638,-421880.42478251085,-181.43191242463593,-1466864.1252423793
0204030105,Wading River,9450727,107143,False,02040301,48770.3605,80704.94894144074,4343.804377797998,4540782.04903939,0.0,0.0,24.20987301711996,212.83261584312012,8665.954040434854,-751805.1047935593,-10775.007377202002,-40513276.980860606,0.0,0.0,0.0,0.0,0.0,0.0,0.11970522659956062,0.0181585383999896,9.77221693660681,-751805.1047935593,-10775.007377202002,-40513276.980860606,-751805.1047935593,-10775.007377202002,-40513276.980860606,-751805.2244987859,-10775.025535740402,-40513286.753077544
0204030106,Mullica River,9455643,106890,False,02040301,97862.737,466673.2846112613,17960.967703152142,25632592.057078224,0.0,0.0,0.0,0.0,0.0,-1203843.6359787388,-12376.480766847857,-64773004.38352177,0.0,0.0,0.0,0.0,0.0,0.0,7.325440414586115,1.3021416908000736,638.324152506708,-1203843.6359787388,-12376.480766847857,-64773004.38352177,-1203843.6359787388,-12376.480766847857,-64773004.38352177,-1203850.9614191533,-12377.782908538657,-64773642.70767428
0204030107,Manahawkin Bay-Little Egg Harbor,9452077,106911,False,02040301,30605.6698,174203.25150578638,26460.48586078928,64697504.72771952,0.0,0.0,0.0,0.0,0.0,-348235.53198021365,16972.728222789276,36423986.966479525,0.0,0.0,0.0,0.0,0.0,0.0,24.060073678409136,3.9818893486013502,1987.9007397429662,-348235.53198021365,16972.728222789276,36423986.966479525,-348235.53198021365,16972.728222789276,36423986.966479525,-348259.59205389203,16968.746333440675,36421999.06573978
0204030201,Upper Great Egg Harbor River,9433771,114555,False,02040302,45171.0579,282489.4493942876,9238.03995526287,10957263.049935225,0.0,0.0,0.0,0.0,0.0,-488580.50895871245,-4764.98799373713,-30771760.23808477,0.09510129950012924,0.021658750999989707,7.294864995987155,0.09510129950012924,0.021658750999989707,7.294864995987155,14.801710947704613,2.9240051990001774,1280.560508231965,-488580.6040600119,-4765.009652488129,-30771767.532949768,-488580.6040600119,-4765.009652488129,-30771767.532949768,-488595.31066966016,-4767.91199893613,-30773040.798593003
0204030202,Lower Great Egg Harbor River,9436873,114472,False,02040302,44804.0249,125495.31381932508,6382.086304812255,13597506.3424499,0.0,0.0,0.0,0.0,0.0,-639309.391223675,-7507.161414187745,-27792451.8601701,0.0,0.0,0.0,0.0,0.0,0.0,4.066827353997461,0.6595546343998993,374.17778330305555,-639309.391223675,-7507.161414187745,-27792451.8601701,-639309.391223675,-7507.161414187745,-27792451.8601701,-639313.4580510289,-7507.820968822145,-27792826.037953403
0204030203,Tuckahoe River,9436881,120357,False,02040302,26424.2354,55052.60488311799,2520.856871608893,3434352.3839010736,0.0,0.0,0.0,0.0,0.0,-396009.09339488205,-5670.656102391107,-20976356.278618924,0.0,0.0,0.0,0.0,0.0,0.0,0.6307593594997893,0.0946806575999215,56.85983872599729,-396009.09339488205,-5670.656102391107,-20976356.278618924,-396009.09339488205,-5670.656102391107,-20976356.278618924,-396009.7241542415,-5670.7507830487075,-20976413.138457652
0204030204,Great Egg Harbor Bay-Barrier Islands,9437503,120596,False,02040302,42250.4758,359420.3119794746,35779.400104255525,137064628.38131544,0.0,0.0,0.0,0.0,0.0,-361795.3099265254,22681.752606255526,98033638.83727543,0.0,0.0,0.0,0.0,0.0,0.0,50.09921168430597,8.07935975580107,4403.152107942779,-361795.3099265254,22681.752606255526,98033638.83727543,-361795.3099265254,22681.752606255526,98033638.83727543,-361845.4091382097,22673.673246499726,98029235.68516749
