"gid","huc12","area_sqkm","tss_hay_pas_kg","tss_crop_kg","tss_wooded_kg","tss_wetland_kg","tss_open_land_kg","tss_barren_kg","tss_dev_ld_kg","tss_dev_md_kg","tss_dev_hd_kg","tss_dev_os_kg","tss_farm_animal_kg","tss_streambank_eros_kg","tss_subsurface_kg","tss_pt_source_kg","tss_septic_kg","tn_hay_pas_kg","tn_crop_kg","tn_wooded_kg","tn_wetland_kg","tn_open_land_kg","tn_barren_kg","tn_dev_ld_kg","tn_dev_md_kg","tn_dev_hd_kg","tn_dev_os_kg","tn_farm_animal_kg","tn_streambank_eros_kg","tn_subsurface_kg","tn_pt_source_kg","tn_septic_kg","tp_hay_pas_kg","tp_crop_kg","tp_wooded_kg","tp_wetland_kg","tp_open_land_kg","tp_barren_kg","tp_dev_ld_kg","tp_dev_md_kg","tp_dev_hd_kg","tp_dev_os_kg","tp_farm_animal_kg","tp_streambank_eros_kg","tp_subsurface_kg","tp_pt_source_kg","tp_septic_kg","tss_hay_pas_lb_acre","tss_crop_lb_acre","tss_wooded_lb_acre","tss_wetland_lb_acre","tss_open_land_lb_acre","tss_barren_lb_acre","tss_dev_ld_lb_acre","tss_dev_md_lb_acre","tss_dev_hd_lb_acre","tss_dev_os_lb_acre","tn_hay_pas_lb_acre","tn_crop_lb_acre","tn_wooded_lb_acre","tn_wetland_lb_acre","tn_open_land_lb_acre","tn_barren_lb_acre","tn_dev_ld_lb_acre","tn_dev_md_lb_acre","tn_dev_hd_lb_acre","tn_dev_os_lb_acre","tp_hay_pas_lb_acre","tp_crop_lb_acre","tp_wooded_lb_acre","tp_wetland_lb_acre","tp_open_land_lb_acre","tp_barren_lb_acre","tp_dev_ld_lb_acre","tp_dev_md_lb_acre","tp_dev_hd_lb_acre","tp_dev_os_lb_acre"
121,"020401040802",56.92,283456.00,28667.70,5070.30,28.70,39.60,0.80,1721.70,817.00,68.70,13380.10,0.00,1339941.00,0.00,0.00,0.00,1326.40,247.40,438.30,15.50,1.20,0.70,37.80,14.80,1.20,293.90,103.80,1167.00,6969.70,10452.60,38.70,549.50,63.70,29.20,0.90,0.10,0.00,4.10,1.50,0.10,32.00,27.50,466.00,302.50,895.90,0.00,504.113239869334,552.890523100972,1.19464698122765,0.718449297853086,32.7132244750667,0.528698577374815,17.4513102121591,83.4948590944376,56.7524879150778,10.5864990748455,2.35894036944952,4.7714018011623,0.103270767384983,0.388012686993827,0.991309832577778,0.462611255202963,0.383144291119018,1.51251397135578,0.991309832577778,0.232537281342971,0.977260052029941,1.22852988978997,0.006880005493136,0.0225297689222222,0.0826091527148148,0,0.0415579786663486,0.153295334934708,0.0826091527148148,0.0253187921162813
351,"020402050501",38.70,35970.80,119498.90,2837.60,219.90,266.10,3.50,9824.20,26801.70,9070.40,13465.50,0.00,2019445.00,0.00,0.00,0.00,178.70,771.30,118.20,99.40,4.00,1.10,255.80,557.10,188.50,350.60,434.20,1151.00,9193.60,0.00,1353.70,61.90,157.30,8.30,5.40,0.30,0.00,27.30,57.00,19.30,37.40,101.90,424.00,185.10,0.00,0.00,227.557164809756,729.436173351161,2.53829704107806,0.689838709442574,67.6378324228068,1.73479220701111,11.7011006334382,60.7286599766853,66.5057448625257,11.9652945057154,1.13048543128047,4.70811129228596,0.105732559294977,0.311823409361491,1.01672803341311,0.545220407917778,0.30467025732716,1.26230561766647,1.38211467042094,0.311539285856731,0.391589525440743,0.960178797195101,0.00742453673560328,0.0169401047339241,0.0762546025059829,0,0.0325156294958228,0.129153509615848,0.141510945035141,0.0332332267285845
327,"020402031007",138.64,27908.50,51730.40,8235.00,72.70,381.10,16.40,29726.80,122730.50,63995.30,59127.00,0.00,19588172.00,0.00,0.00,0.00,120.60,395.00,194.60,52.50,9.00,48.20,744.20,2741.70,1429.60,1480.10,1979.60,12050.00,44612.30,416058.50,6442.30,38.00,70.10,15.70,2.80,0.50,1.60,79.70,281.70,146.90,158.50,518.30,3862.00,855.00,84486.10,0.00,131.742716488081,594.216154845672,2.18378804539029,0.429488824960694,37.4047700193457,0.168296907394157,11.8285510099438,56.3232958692593,62.6435964538014,11.3161588676396,0.569295075280381,4.53728138897129,0.0516047545395205,0.310153553100914,0.883345395366337,0.494628715634046,0.296123621163402,1.25821682698879,1.39940410452571,0.283272392307971,0.179379874466455,0.805223861688322,0.00416338461598393,0.0165415228320487,0.0490747441870187,0.0164192104774787,0.0317133198155376,0.129277338936697,0.143797190091513,0.030334892359174
298,"020402030602",65.19,174939.60,1204096.10,1658.90,16.70,26.70,1.30,1513.80,795.80,82.60,6772.40,0.00,988641.00,0.00,0.00,0.00,1925.60,7403.80,125.00,2.30,0.80,0.80,34.10,14.60,1.50,152.60,9293.00,909.00,97022.90,1607.30,36.60,943.70,2537.20,9.00,0.10,0.10,0.00,3.70,1.50,0.20,16.60,2276.90,409.00,933.00,344.60,0.00,44.683039753478,843.675645531916,1.36653139543234,2.54690372369983,18.9056946641619,0.920501987393651,15.7465354098241,95.046309007879,204.705480427311,11.005814278934,0.491836390098624,5.18763057565688,0.102969693428804,0.350771171527521,0.566462761473016,0.566462761473016,0.354707925402961,1.74374982598019,3.71741187216667,0.247989967953064,0.241039676639007,1.77774336105198,0.00741381792687386,0.0152509205011966,0.070807845184127,0,0.0384873702050134,0.179152379381526,0.495654916288889,0.0269766282308051
270,"020402030103",88.71,406823.50,377138.00,22523.30,2.60,1269.70,16.90,1419.70,1604.30,1556.30,5994.50,0.00,1160088.00,0.00,0.00,0.00,1790.40,1927.20,424.90,0.30,24.50,2.00,32.80,40.50,39.30,138.40,5471.00,1026.00,63667.30,0.00,82.20,733.90,630.00,50.00,0.00,2.20,0.10,3.50,4.20,4.10,15.00,1475.20,410.00,859.20,0.00,0.00,286.283904077309,1084.59706306562,3.05760770607878,2.34309596791111,49.5537832450395,2.61767752665069,13.3652665651536,67.1037284558873,61.9588551181042,11.1114562292212,1.25991419340332,5.54236237117463,0.0576814904704405,0.270357227066667,0.956184681029746,0.309784322680556,0.308784069406943,1.69401047339241,1.56459744659866,0.25653941815401,0.516449411605616,1.81179342768784,0.00678765479765127,0,0.0858614815618548,0.0154892161340278,0.0329495196013506,0.175675160203657,0.163227723436502,0.0278041276901022
222,"020402010202",64.56,81026.00,655902.70,2880.30,480.70,880.30,1.10,17306.70,42485.90,18142.40,25691.60,0.00,6018874.00,0.00,0.00,0.00,1164.50,3710.50,218.60,76.90,24.90,0.80,437.60,916.30,391.30,649.60,1149.10,4460.00,17571.60,75660.10,2097.50,515.90,1151.90,14.90,4.60,1.60,0.00,46.90,94.00,40.20,69.70,285.40,2008.00,373.30,4032.00,0.00,94.8534134322709,1562.23641452262,1.99906862057955,2.77693844125954,40.5883742148008,0.908700679862963,12.8675480983078,58.1561590940572,70.115943495357,12.9051612336738,1.36322661789894,8.83771055689535,0.15171905720192,0.444240828235613,1.14807510842729,0.660873221718518,0.325356020952551,1.25426291023339,1.51227889858746,0.326300920822156,0.603940414061024,2.74360835210558,0.0103413264058033,0.0265735736005698,0.073771894517416,0,0.0348701951158012,0.128670428420755,0.15536317843909,0.0350110439983132
305,"020402030609",104.05,25883.10,582468.50,15917.90,169.50,6065.60,105.70,15677.60,61065.10,47847.90,25553.30,0.00,9278824.00,0.00,0.00,0.00,176.50,2222.10,241.30,61.10,63.60,67.70,393.20,1474.50,1155.30,640.90,14870.00,5810.00,67674.20,580437.10,3234.70,89.40,993.30,34.20,3.40,10.00,2.40,42.20,152.10,119.20,68.80,3642.80,3442.00,887.50,87136.40,0.00,63.3378709641913,1420.43481234152,3.08315177491008,0.899502230310136,70.16206441638,0.801081416693204,12.4470278962209,57.6024684150207,59.8890072451998,12.7018189564307,0.431908628610165,5.41891655343439,0.0467376050412305,0.324245346737164,0.735674508190743,0.51308620539385,0.312176058120761,1.39089004485292,1.44603566865796,0.318573169382288,0.218768449845602,2.42230764255721,0.00662422748615866,0.0180431125843921,0.115672092482821,0.0181891712399592,0.0335041445897663,0.143475331178114,0.149197136418272,0.034198524034173
229,"020402010402",35.54,9109.40,295569.10,797.30,1449.80,2171.30,5.10,3689.20,12032.40,1192.30,6333.70,0.00,1101121.00,0.00,0.00,0.00,466.50,3190.40,34.90,185.80,44.30,4.30,94.00,219.60,21.80,161.40,213.50,630.00,7924.50,483.90,579.70,130.40,472.50,2.30,10.60,2.30,0.10,10.00,22.30,2.20,17.20,54.90,195.00,191.00,41.50,0.00,11.9891632884812,318.236727529233,1.6472933087,2.25584836802898,41.6330955411243,0.581112660476628,10.8973189342847,61.4836929356126,117.023634988365,11.4553167060716,0.613975088817755,3.43507645254279,0.0721065301312306,0.289099618416184,0.849420224046336,0.48995773334304,0.27766127610939,1.12212185172206,2.13965884655402,0.291912802368278,0.171623476059668,0.508736717598566,0.00475200628372007,0.0164933043875756,0.0441008242732861,0.0113943658916986,0.0295384336286585,0.113949532301466,0.215928874422882,0.0311084275138438
95,"020401040303",78.84,13683.40,5687.30,17542.90,34.30,783.20,1.50,100.40,23.90,9.60,1457.50,0.00,312885.00,0.00,0.00,0.00,171.30,95.20,681.10,56.60,16.70,58.30,2.20,0.50,0.20,31.40,550.70,296.00,10288.40,0.00,1.60,60.40,16.20,51.50,3.00,1.10,1.90,0.20,0.10,0.00,3.40,126.70,85.00,417.60,0.00,0.00,50.975155817718,223.725254397603,2.3469842587323,0.160993973756713,42.4258940368806,0.0094530498974359,16.052823740453,11.2820499993376,0,9.42487984985069,0.63814871973158,3.74494825640494,0.0911212501138676,0.26566352520787,0.90463793464748,0.367408539347009,0.351755101882437,0.236026150613757,0,0.203047154226629,0.225009822952641,0.637270606657143,0.00688994917172835,0.0140811055763889,0.0595869298270795,0.0119738632034188,0.031977736534767,0.0472052301227513,0,0.0219859975914184
48,"020401020302",129.07,73919.30,35059.20,41922.50,151.10,525.30,0.00,445.90,236.70,46.00,5374.90,0.00,514333.00,0.00,0.00,0.00,1029.20,411.40,1189.40,59.80,8.40,0.00,9.50,4.60,0.90,114.80,2604.50,491.00,14958.70,1.00,12.90,385.20,77.80,101.30,3.30,0.70,0.00,1.00,0.50,0.10,12.60,550.60,145.00,607.10,4.00,0.00,50.7633729873686,190.958954298411,3.48496322484209,0.675933735119595,58.5095567475401,0,16.3712983091271,83.8010847754143,41.4547748168889,10.5760048017513,0.706793266151056,2.24079596221153,0.0988732842656611,0.267510505361693,0.935618268949813,0,0.34879420035144,1.62858043923492,0.8110716812,0.225887988844639,0.264532419472781,0.423757719640391,0.00842093803271521,0.0147622854129362,0.0779681890791511,0,0.0367151789843621,0.177019612960317,0.0901190756888889,0.0247925841414847
235,"020402020101",70.35,0.00,13723.60,4165.00,29.40,549.80,13.20,661.40,71.30,0.00,3229.50,0.00,514732.00,0.00,0.00,0.00,0.00,78.50,22.70,292.60,13.10,21.10,15.20,1.20,0.00,74.10,253.20,288.00,8574.80,0.00,3.20,0.00,6.60,1.70,15.40,0.40,0.70,1.60,0.10,0.00,8.00,65.60,30.00,348.00,0.00,0.00,0,184.34064523529,0.732512277598943,0.0208517629518399,9.85573500816026,0.0817830611876667,10.7308072547781,0,0,9.80531425516059,0,1.05444203058747,0.0039923238178862,0.207524688425455,0.234831081496725,0.130728984171194,0.246610629381051,0,0,0.224980271344604,0,0.0886537248646793,0.00029898460310161,0.0109223520223923,0.00717041470219007,0.00433698051752778,0.025959013619058,0,0,0.024289368026408
286,"020402030402",101.33,361389.50,7047636.70,539.80,37.40,0.00,1.80,11770.90,21246.80,8595.60,13991.80,0.00,2517676.00,0.00,0.00,0.00,2046.50,31541.30,32.00,6.40,0.00,5.90,305.60,454.10,183.70,363.20,38284.30,1804.00,279245.50,9527.00,1030.40,615.70,7065.70,2.00,0.40,0.00,0.20,32.70,46.60,18.80,38.80,10026.00,516.00,2128.90,784.00,0.00,116.948703927257,1302.75071924107,1.61371847896708,1.98261966515556,0,0.160752945823423,12.5052072749864,61.3163369747119,70.7716179144979,13.8301016207615,0.66226473814854,5.83038726454193,0.0956631925286155,0.33927181435817,0,0.526912433532332,0.32466432840614,1.31049139730297,1.51248850701443,0.359002623583856,0.199245736270733,1.30608970762378,0.00597894953303847,0.0212044883973856,0,0.0178614384248248,0.0347399330460758,0.134483371755821,0.15478924296065,0.0383516018586278
113,"020401040605",85.40,0.00,0.00,3645.10,172.10,12.20,2.90,695.40,1077.60,371.90,5756.90,0.00,854932.00,0.00,0.00,0.00,0.00,0.00,712.40,463.40,1.50,5.10,15.20,22.50,7.80,125.90,41.20,644.00,9373.00,640.60,50.00,0.00,0.00,41.20,24.60,0.00,0.20,1.70,2.30,0.80,13.70,10.90,254.00,245.40,2.50,0.00,0,0,0.514168713907716,0.110181104486331,8.06265330496593,0.25667843879246,15.7387410405157,68.4766330503727,52.6668752479536,10.7332547962517,0,0,0.100489367037353,0.296675908303114,0.991309832577778,0.45140001304881,0.3440161976069,1.42977379698718,1.10460238487238,0.234729937787365,0,0,0.00581156923349096,0.0157493037208818,0,0.0177019612960317,0.0384754957849822,0.146154654803134,0.113292552294603,0.0255424952159405
173,"020401050911",62.45,10579.50,429463.10,2528.70,212.90,552.00,2.10,18332.20,37052.50,11356.50,28720.90,0.00,6857263.00,0.00,0.00,0.00,184.60,1519.80,153.80,108.90,12.40,0.70,460.80,758.90,232.60,721.90,802.30,3473.00,62689.40,428.60,1780.60,70.20,534.20,10.50,5.90,0.80,0.00,49.40,77.70,23.80,77.50,194.70,1789.00,676.90,36.70,0.00,45.5584812065882,1270.45954568587,1.9148462100981,0.661390985132588,42.7502365299167,0.946250294733333,12.7278961428648,62.5839283891431,73.967214938696,12.6634837746222,0.794942637245255,4.49594951820861,0.116464328355712,0.338306614753118,0.960331400309722,0.315416764911111,0.319929661613559,1.28182830455491,1.51497153125881,0.318296743378507,0.302302129656646,1.58029756061787,0.00795107573299722,0.0183288248580661,0.0619568645361111,0,0.0342980149386064,0.131240030654785,0.155014283937918,0.0341709344948529
329,"020402040000",1072.69,0.00,0.00,1.70,20.30,0.00,0.00,60.80,764.80,134.50,148.90,0.00,3767555.00,0.00,0.00,0.00,0.00,0.00,0.30,39.30,0.00,5.20,1.50,14.60,2.60,3.60,12968.60,565.00,402.20,3384995.10,38.20,0.00,0.00,0.00,2.10,0.00,0.20,0.20,1.50,0.30,0.40,3055.10,92.00,18.00,290142.40,0.00,0,0,0.886961429148538,0.184789619846914,0,0,11.8179682001429,54.9386782576438,55.554655200713,26.3582203697913,0,0,0.15652260514386,0.357745421674074,0,1.03096222588089,0.291561715464052,1.04877706924895,1.07391898529259,0.637270606657143,0,0,0,0.0191161675703704,0,0.0396523933031111,0.038874895395207,0.107751068758454,0.123913729072222,0.070807845184127
285,"020402030401",41.76,186228.20,2760167.90,2042.70,52.50,0.00,0.00,2364.90,3503.20,1401.30,5500.70,0.00,505146.00,0.00,0.00,0.00,893.10,10877.30,56.10,6.00,0.00,0.00,57.00,74.70,29.90,132.60,16507.50,335.00,114503.80,0.00,170.40,260.80,2469.10,4.20,0.30,0.00,0.00,6.10,7.70,3.10,14.30,4330.50,95.00,909.60,0.00,0.00,152.44413357825,1625.96956194174,1.98485453343131,3.07951279351085,0,0,13.0169273906895,66.0219886974614,67.4331295335553,11.9581096404837,0.731080769178541,6.40763872230703,0.0545113522913285,0.351944319258383,0,0,0.313740480049602,1.40781073181673,1.43884291233376,0.288262464473275,0.213487699699657,1.45450624412752,0.00408106380790695,0.0175972159629191,0,0,0.0335757355842557,0.145115697924884,0.149177693251996,0.0310871285216277
388,"020402060506",93.68,501.80,149701.70,3560.60,99.70,613.10,1.90,1026.20,960.20,426.00,4896.90,0.00,844392.00,0.00,0.00,0.00,13.70,1490.60,192.40,871.70,16.20,45.40,23.60,20.80,9.20,112.60,243.90,572.00,39358.60,0.00,49.40,2.80,151.80,11.10,45.90,0.50,1.50,2.60,2.10,0.90,12.20,63.50,88.00,637.30,0.00,0.00,9.90914888421372,217.6602627803,0.61204400726139,0.0325131884689797,20.0584837740408,0.0189867810675179,10.2963780383736,79.9878740538809,53.455441604827,9.74768096214884,0.27053674713776,2.1672725673811,0.033072310003115,0.284270274708221,0.530007237219802,0.453684137087007,0.236790607781736,1.73270962332922,1.1544367670526,0.22413953242622,0.0552921818967685,0.22071110675463,0.0019080178847951,0.0149684588839134,0.0163582480623396,0.014989564000672,0.0260871008573099,0.174937029278431,0.112934031559494,0.0242851003161624
212,"020401060810",86.68,16589.60,3290487.60,741.20,132.40,0.00,46.30,26587.30,63796.90,23391.20,25828.60,0.00,3897991.00,0.00,0.00,0.00,120.20,12815.20,45.00,19.60,0.00,51.80,714.40,1342.50,492.20,694.00,1628.50,2155.00,83953.40,59043.40,2982.60,62.80,5714.40,3.40,1.20,0.00,1.80,75.90,137.50,50.40,73.70,374.10,1419.00,907.20,5060.90,0.00,48.9156264084839,1018.00534044543,1.03545497168355,1.51909053047798,0,0.419539718906317,12.8391718198047,68.0758818708086,73.2404502709833,13.8873705818291,0.354418328006689,3.96474432508918,0.06286491328354,0.224880471279218,0,0.469377050525858,0.344988184135602,1.43254407990922,1.54113297408333,0.373145860936691,0.185170307810483,1.76791115014121,0.00474979344808969,0.0137681921191358,0,0.0163103994391225,0.0366525800334438,0.146722391797034,0.157808008723689,0.0396265849438532
179,"020401060202",41.13,1633.60,54.10,1704.40,139.90,40.30,4.60,193.00,345.70,34.60,5061.40,0.00,432244.00,0.00,0.00,0.00,7.90,7.00,322.40,482.50,5.90,6.80,4.00,6.30,0.60,105.00,76.10,298.00,3779.50,0.00,14.50,3.90,1.20,19.10,25.60,0.20,0.20,0.40,0.60,0.10,11.50,20.10,154.00,98.90,0.00,0.00,449.834372916405,24.3772099738444,0.689402839336365,0.098308815182272,5.54858142401173,0.215095529710273,17.236288079956,114.231936374046,0,10.5032773427029,2.17537435482346,3.15416764911111,0.130405700188949,0.339056492676528,0.812323335029012,0.317967304789099,0.357228768496496,2.08175064841333,0,0.217893096966018,1.07391898529259,0.540714454133333,0.00772564787099541,0.0179893185751691,0.0275363842382716,0.00935197955262054,0.0357228768496496,0.198261966515556,0,0.0238644820486591
137,"020401050103",87.99,38801.10,396450.40,2493.30,446.60,422.80,1.10,591.60,744.00,126.50,6926.40,0.00,957124.00,0.00,0.00,0.00,1139.00,3701.30,1174.10,337.60,18.70,2.90,12.30,14.20,2.40,143.50,2214.40,945.00,30392.30,176.50,35.00,456.30,809.50,64.40,18.20,0.90,0.10,1.30,1.40,0.20,15.80,543.50,297.00,584.30,6.30,0.00,30.862482504079,671.803725896398,0.398882061449579,0.482317214543235,23.5463931019036,0.279600209188604,17.9895367163501,53.0600370818609,156.750867276361,11.2505463286363,0.905963170429342,6.27202578345321,0.18783436744393,0.36459984690953,1.04143223984295,0.737127824224501,0.374021807997137,1.01270500882046,2.97392949773333,0.233086942446192,0.362942049751456,1.37173557174651,0.0103028134429683,0.0196555604672792,0.0501224072651685,0.0254182008353276,0.0395307601948194,0.0998441557992006,0.247827458144444,0.0256639281578386
187,"020401060306",59.13,77380.00,194454.00,11954.80,8.10,823.30,1.80,617.60,605.30,34.60,2789.30,0.00,371929.00,0.00,0.00,0.00,361.10,1086.20,370.90,1.10,9.20,0.80,14.20,10.70,0.60,64.00,229.60,289.00,10258.40,0.00,24.20,163.90,353.40,34.50,0.10,1.30,0.00,1.50,1.10,0.10,6.90,67.10,131.00,382.10,0.00,0.00,157.672260729432,694.145344559162,2.16886784401838,2.2304471233,62.7804142431757,0.686291422553846,10.7787491654936,105.270147659531,42.8741502589889,11.5355048644522,0.73579029916513,3.87742434334167,0.0672895475747328,0.302900226620988,0.701542343055043,0.305018410023932,0.247827458144444,1.86087986115478,0.743482374433333,0.264680138860984,0.333968512969163,1.26153725182926,0.0062590708852205,0.0275363842382716,0.0991309832577778,0,0.0261789568462441,0.19130540628694,0.123913729072222,0.0285358274709498
57,"020401020405",91.88,13781.50,8903.80,33939.30,50.30,5151.30,19.40,38.70,7.70,0.00,1621.30,0.00,329194.00,0.00,0.00,0.00,219.40,155.10,792.50,12.90,50.60,59.40,0.80,0.10,0.00,33.70,1829.40,312.00,12387.70,0.00,0.00,79.70,25.20,70.30,0.70,6.00,2.00,0.10,0.00,0.00,3.70,388.00,86.00,502.80,0.00,0.00,61.2908768850186,225.163889982296,4.05744835996225,1.28512589120263,128.952887387826,0.126024972162575,38.36369052076,12.7218095180815,0,9.44862217259466,0.975744177961258,3.92224885287789,0.0947434928024468,0.329584970109622,1.26667367496049,0.385870275590564,0.793047866062222,0.16521830542963,0,0.196397068535397,0.354452192267604,0.637270606657143,0.00840437544985743,0.0178844557423826,0.150198459481481,0.0129922651713994,0.0991309832577778,0,0,0.0215628828955778
65,"020401030101",43.29,106951.70,3340.20,2512.00,275.50,2840.30,0.00,81.10,19.30,0.00,1706.30,0.00,217594.00,0.00,0.00,0.00,1466.90,105.60,318.20,117.70,66.10,0.00,1.70,0.30,0.00,36.00,1018.50,186.00,4268.60,0.00,1.60,584.70,17.10,19.20,6.50,4.40,0.00,0.20,0.00,0.00,3.90,222.20,63.00,173.30,0.00,0.00,72.261635646748,110.0057509228,0.966118447889574,0.66271744449206,39.2694186537052,0,47.2913102482693,0,0,9.43375330355528,0.991107138364464,3.47781788439247,0.122380131416585,0.283128287537987,0.913885354719541,0,0.991309832577778,0,0,0.199035995386503,0.395051021747701,0.563169373324917,0.00738434482463369,0.0156358017756747,0.0608335183171858,0,0.116624686185621,0,0,0.0215622328335378
479,"020403020404",54.13,441.80,23420.70,142.10,1694.80,2488.80,2.60,7659.30,29425.80,15948.50,8573.30,0.00,2412053.00,0.00,0.00,0.00,5.70,211.30,6.50,691.50,55.80,27.20,204.00,662.10,358.80,228.40,2131.50,231.00,4657.10,0.00,1581.50,1.40,28.40,0.40,37.20,2.30,0.90,21.70,68.00,36.90,24.30,545.20,282.00,160.10,0.00,0.00,19.9073038196756,186.633200931305,0.927354359508244,0.697385705970204,22.0283206367819,0.0393497032778965,11.3731866396989,57.7396771010831,58.188829094099,11.9533004045556,0.256839365713333,1.68379234424184,0.0424194464236705,0.28454225612367,0.493884720159286,0.411658434291841,0.302916725353305,1.29918099792111,1.30909815211228,0.318446084051708,0.0630833529822222,0.226311891038657,0.00261042747222588,0.0153072623684751,0.0203572554904365,0.0136210511346565,0.0322220242165036,0.133430460441981,0.134631331697166,0.0338802094678481
415,"020402070406",87.83,231.20,2234.40,125.50,76.20,42.60,3.60,85.00,183.30,26.20,586.80,0.00,168160.00,0.00,0.00,0.00,169.90,1041.60,4.20,334.10,0.50,14.00,1.90,3.40,0.50,13.10,3278.40,9.00,27504.00,0.00,8.00,29.30,61.80,0.20,17.60,0.00,0.50,0.20,0.40,0.10,1.40,1052.10,8.00,330.00,0.00,0.00,0.829499939529433,6.4784518570102,2.12665613655575,0.0710476008675947,20.1094280322921,0.0818512705798165,10.5326669711389,64.8953901112524,64.9307940338444,9.92663156581297,0.609567645873921,3.0200301889822,0.0711709623389174,0.311509231625504,0.236026150613757,0.318310496699286,0.235436085237222,1.20373336813016,1.23913729072222,0.221606805576261,0.105122613443825,0.17918381881634,0.00338909344471035,0.0164099445573447,0,0.0113682320249745,0.0247827458144444,0.141615690368254,0.247827458144444,0.0236831700615851
238,"020402020104",59.82,5219.70,270926.10,2153.70,2093.50,4275.70,0.80,8682.10,17606.00,6126.50,11099.60,0.00,2984912.00,0.00,0.00,0.00,341.30,3872.90,67.90,381.40,152.30,0.50,228.20,367.50,127.90,291.70,361.60,2700.00,14435.80,83838.70,909.40,95.90,512.20,4.80,21.20,5.90,0.00,24.30,37.60,13.10,31.10,92.90,555.00,296.10,14531.50,0.00,9.46467886062965,253.656693267803,1.47821365812003,1.5873543938363,23.5082831456062,0.466498744742484,11.1355299487948,59.6276081734348,65.4446087207732,11.8593906204789,0.618866006692511,3.6260331040711,0.0466038479762038,0.289188901747869,0.837362659465311,0.291561715464052,0.292685863364276,1.24464080448354,1.36625568520148,0.31166746945779,0.17389173759687,0.479551280927784,0.00329452828108657,0.0160744748742916,0.0324388686201269,0,0.0311668119182818,0.127342841492738,0.139937056107423,0.0332288594451055
315,"020402030806",112.87,210772.70,2200616.50,20136.40,560.10,12192.00,18.60,6344.10,13525.90,3464.40,16841.30,0.00,3455232.00,0.00,0.00,0.00,1532.60,10753.70,788.70,112.00,180.40,7.10,150.40,270.30,69.20,399.20,5862.10,2100.00,57409.40,39964.40,643.40,758.30,4019.10,67.60,6.60,20.40,0.30,16.30,27.60,7.10,43.10,1458.40,1230.00,846.00,1922.90,0.00,145.725380073208,1340.55968425176,3.05687768954352,1.93663284697179,71.0108665028688,1.39684567317778,12.3288937636869,66.0185015483199,75.8122248119747,11.9995301397198,1.05961880974243,6.55088093565516,0.119731403515175,0.387257416284308,1.0507185299473,0.533204531159259,0.292281903194859,1.31930599579406,1.51431877294442,0.284432462563824,0.524278313602824,2.44833364967329,0.0102622579911574,0.0228205263167539,0.118817394739052,0.0225297689222222,0.0316768286042301,0.134712709892401,0.155370856761638,0.0307090158729981
88,"020401040106",50.78,308.30,1011.10,1967.20,87.00,92.10,14.90,913.00,1548.50,326.70,2659.80,0.00,349917.00,0.00,0.00,0.00,5.80,19.00,615.00,73.50,6.70,25.70,21.90,30.20,6.40,63.80,388.60,325.00,5443.80,0.00,76.40,2.00,3.20,34.20,3.90,0.20,0.90,2.40,3.10,0.70,6.90,89.40,98.00,221.00,0.00,0.00,35.9553907510269,172.812650296447,0.411970741644204,0.313956881813858,12.1732847440551,0.298998309826091,11.1736528042409,81.2192209389783,70.4045483267739,10.2117966409387,0.676423179876601,3.2473942791341,0.128793211727931,0.265239434635845,0.885570117102815,0.515721916948358,0.268020806585844,1.58399772189677,1.37921368010821,0.244947975671813,0.233249372371242,0.546929562801533,0.00716215909121176,0.0140739291847591,0.0264349288687407,0.0180603005935223,0.0293721431874897,0.162595792645032,0.150851496261836,0.0264912387482055
99,"020401040307",115.16,1343.30,31784.70,11875.70,94.60,518.80,22.60,2083.20,4908.40,1056.10,5316.80,0.00,1642921.00,0.00,0.00,0.00,18.00,217.30,2520.90,88.00,48.20,31.70,49.10,96.00,20.70,125.30,1431.30,1421.00,87115.40,463.10,226.20,7.00,51.10,144.00,4.70,1.50,1.10,5.30,9.80,2.10,13.60,322.50,467.00,1209.40,60.60,0.00,89.3709059128677,781.848278797392,1.04557065018952,0.44423453416323,11.4797219004766,0.456285177520525,13.2547923185239,64.3617087595868,81.7908057957337,12.4836478395299,1.19755550244295,5.34520165308067,0.22194725801955,0.413241427128586,1.06654316808591,0.640010625106223,0.312408939535102,1.2588061366067,1.60313386987187,0.294199720563703,0.465716028727815,1.25697102840507,0.0126781725394959,0.0220708489489131,0.0331911774300595,0.0222085705872822,0.0337223498887177,0.128503126445267,0.162636769407292,0.0319322920962998
84,"020401040102",67.47,32466.70,22004.80,3086.40,144.70,775.60,0.00,1533.70,3235.30,860.40,5335.60,0.00,681059.00,0.00,0.00,0.00,668.00,277.80,831.80,101.80,46.40,0.00,36.10,65.00,17.30,125.60,511.10,575.00,6932.70,0.00,159.30,245.60,51.70,46.60,5.50,1.70,0.00,3.90,6.60,1.80,13.60,117.60,186.00,281.40,0.00,0.00,49.5451954146443,360.554952130702,0.551086775206335,0.381699129254935,14.9875225369849,0,10.2727830420577,66.1275196152347,67.6922999960254,10.5405196147907,1.01938880566803,4.55183258661333,0.148520599927628,0.268534701853161,0.896623318354949,0,0.241799222676066,1.32855956943414,1.361084135206,0.248123784319986,0.374793249509086,0.847119311475556,0.00832058181849897,0.0145082599233044,0.0328504233017977,0,0.0261223536963063,0.134899894742543,0.141615690368254,0.0268669065824188
